GN_ID,Gene_Name,log2FC(insoluble/soluble protein ratio),-LOG10(P-VALUE),Prefix,UniProt_ID,UniProt_Name,Direction
Canx_sp|P35564|CALX_MOUSE,Canx,-0.312454973936737,2.3228913859299,Canx_sp,P35564,CALX_MOUSE,down
Map1b_sp|P14873|MAP1B_MOUSE,Map1b,-0.312562405291133,1.61489117433869,Map1b_sp,P14873,MAP1B_MOUSE,down
Mprip_tr|Q5SWZ5|Q5SWZ5_MOUSE,Mprip,-0.313757372336431,1.31930963775335,Mprip_tr,Q5SWZ5,Q5SWZ5_MOUSE,down
Vps51_sp|Q3UVL4|VPS51_MOUSE,Vps51,-0.313909898349655,1.47720302325303,Vps51_sp,Q3UVL4,VPS51_MOUSE,down
Nup35_sp|Q8R4R6|NUP53_MOUSE,Nup35,-0.314830880293741,1.36020896637474,Nup35_sp,Q8R4R6,NUP53_MOUSE,down
Myo18a_sp|Q9JMH9|MY18A_MOUSE,Myo18a,-0.31605180212464,1.33619083989947,Myo18a_sp,Q9JMH9,MY18A_MOUSE,down
Asl_sp|Q91YI0|ARLY_MOUSE,Asl,-0.32080459312598,1.65500508866657,Asl_sp,Q91YI0,ARLY_MOUSE,down
Mylk_sp|Q6PDN3|MYLK_MOUSE,Mylk,-0.323279979694598,2.90621428652928,Mylk_sp,Q6PDN3,MYLK_MOUSE,down
Nmral1_sp|Q8K2T1|NMRL1_MOUSE,Nmral1,-0.323514391091408,1.3317854036264,Nmral1_sp,Q8K2T1,NMRL1_MOUSE,down
Nup54_sp|Q8BTS4|NUP54_MOUSE,Nup54,-0.325919547147983,1.46515490324525,Nup54_sp,Q8BTS4,NUP54_MOUSE,down
Akt2_sp|Q60823|AKT2_MOUSE,Akt2,-0.327156487582685,1.8617760534123,Akt2_sp,Q60823,AKT2_MOUSE,down
Ubr3_sp|Q5U430|UBR3_MOUSE,Ubr3,-0.328417149100241,1.6195509868643,Ubr3_sp,Q5U430,UBR3_MOUSE,down
Pi4ka_tr|E9Q3L2|E9Q3L2_MOUSE,Pi4ka,-0.333872139609535,1.78911431384544,Pi4ka_tr,E9Q3L2,E9Q3L2_MOUSE,down
Cnn2_sp|Q08093|CNN2_MOUSE,Cnn2,-0.335579698310699,1.57003733767136,Cnn2_sp,Q08093,CNN2_MOUSE,down
Ephx1_sp|Q9D379|HYEP_MOUSE,Ephx1,-0.336603124128009,1.45434600446875,Ephx1_sp,Q9D379,HYEP_MOUSE,down
Hnrnpd_sp|Q60668-3|HNRPD_MOUSE,Hnrnpd,-0.338166508989322,1.32317375014268,Hnrnpd_sp,Q60668-3,HNRPD_MOUSE,down
Gnao1_sp|P18872|GNAO_MOUSE,Gnao1,-0.340797835924433,1.31660869785222,Gnao1_sp,P18872,GNAO_MOUSE,down
Ubr3_sp|Q5U430|UBR3_MOUSE,Ubr3,-0.342558116966183,1.708085940688,Ubr3_sp,Q5U430,UBR3_MOUSE,down
Triobp_sp|Q99KW3|TARA_MOUSE,Triobp,-0.345730457670514,1.34351253776209,Triobp_sp,Q99KW3,TARA_MOUSE,down
Mstn_sp|O08689|GDF8_MOUSE,Mstn,-0.346705600461876,2.28170395605493,Mstn_sp,O08689,GDF8_MOUSE,down
Cnot3_sp|Q8K0V4|CNOT3_MOUSE,Cnot3,-0.346749919628125,1.43927240376672,Cnot3_sp,Q8K0V4,CNOT3_MOUSE,down
Ikbkap_sp|Q7TT37|ELP1_MOUSE,Ikbkap,-0.3470856470369,2.33811518107566,Ikbkap_sp,Q7TT37,ELP1_MOUSE,down
Brcc3_sp|P46737|BRCC3_MOUSE,Brcc3,-0.349034315049828,1.68226282418294,Brcc3_sp,P46737,BRCC3_MOUSE,down
Camk2g_sp|Q923T9-2|KCC2G_MOUSE,Camk2g,-0.351570124786834,1.31900021552618,Camk2g_sp,Q923T9-2,KCC2G_MOUSE,down
Ttc38_sp|A3KMP2|TTC38_MOUSE,Ttc38,-0.351782489941219,1.48046416364417,Ttc38_sp,A3KMP2,TTC38_MOUSE,down
Tapt1_sp|Q4VBD2|TAPT1_MOUSE,Tapt1,-0.352555545564738,1.5977308387344,Tapt1_sp,Q4VBD2,TAPT1_MOUSE,down
Pck2_sp|Q8BH04|PCKGM_MOUSE,Pck2,-0.356548663999883,1.45368893667868,Pck2_sp,Q8BH04,PCKGM_MOUSE,down
Gstm7_sp|Q80W21|GSTM7_MOUSE,Gstm7,-0.357810808268625,1.47036083945132,Gstm7_sp,Q80W21,GSTM7_MOUSE,down
Nos1_sp|Q9Z0J4|NOS1_MOUSE,Nos1,-0.358527271106756,1.30698520557097,Nos1_sp,Q9Z0J4,NOS1_MOUSE,down
Hbs1l_sp|Q69ZS7|HBS1L_MOUSE,Hbs1l,-0.361008010229369,1.46074176832152,Hbs1l_sp,Q69ZS7,HBS1L_MOUSE,down
Acsf2_sp|Q8VCW8|ACSF2_MOUSE,Acsf2,-0.361701990501798,2.58803171980261,Acsf2_sp,Q8VCW8,ACSF2_MOUSE,down
Gcat_sp|O88986|KBL_MOUSE,Gcat,-0.363829689668317,2.27835050383563,Gcat_sp,O88986,KBL_MOUSE,down
Vps51_sp|Q3UVL4|VPS51_MOUSE,Vps51,-0.364567508789933,1.78828653382169,Vps51_sp,Q3UVL4,VPS51_MOUSE,down
Pik3cb_sp|Q8BTI9|PK3CB_MOUSE,Pik3cb,-0.365015697220908,1.72627302945751,Pik3cb_sp,Q8BTI9,PK3CB_MOUSE,down
Sec22b_sp|O08547|SC22B_MOUSE,Sec22b,-0.365016776029379,2.24902986157173,Sec22b_sp,O08547,SC22B_MOUSE,down
Nmral1_sp|Q8K2T1|NMRL1_MOUSE,Nmral1,-0.36568397109648,1.51910207658639,Nmral1_sp,Q8K2T1,NMRL1_MOUSE,down
Ass1_sp|P16460|ASSY_MOUSE,Ass1,-0.36635700830129,1.82305377523823,Ass1_sp,P16460,ASSY_MOUSE,down
Fam162a_sp|Q9D6U8|F162A_MOUSE,Fam162a,-0.367486866813912,1.35466327388341,Fam162a_sp,Q9D6U8,F162A_MOUSE,down
Xirp1_tr|E9QQ93|E9QQ93_MOUSE,Xirp1,-0.369074249559697,1.3466425253006,Xirp1_tr,E9QQ93,E9QQ93_MOUSE,down
Slc3a2_sp|P10852|4F2_MOUSE,Slc3a2,-0.370843691942327,2.68790136480303,Slc3a2_sp,P10852,4F2_MOUSE,down
Xirp1_sp|O70373|XIRP1_MOUSE,Xirp1,-0.372399849178553,1.36563709283119,Xirp1_sp,O70373,XIRP1_MOUSE,down
Mprip_sp|P97434|MPRIP_MOUSE,Mprip,-0.374532711843734,1.59997688814114,Mprip_sp,P97434,MPRIP_MOUSE,down
Xpnpep1_sp|Q6P1B1|XPP1_MOUSE,Xpnpep1,-0.376603571207541,1.34225874660622,Xpnpep1_sp,Q6P1B1,XPP1_MOUSE,down
Gm27029_tr|A2A4P4|A2A4P4_MOUSE,Gm27029,-0.377081665145653,1.37355838100566,Gm27029_tr,A2A4P4,A2A4P4_MOUSE,down
Map1b_sp|P14873|MAP1B_MOUSE,Map1b,-0.377513879328496,2.02932082389799,Map1b_sp,P14873,MAP1B_MOUSE,down
Hadhb_sp|Q99JY0|ECHB_MOUSE,Hadhb,-0.381011003557647,1.69567374816642,Hadhb_sp,Q99JY0,ECHB_MOUSE,down
Snd1_sp|Q78PY7|SND1_MOUSE,Snd1,-0.382053588653438,1.75729669234974,Snd1_sp,Q78PY7,SND1_MOUSE,down
Gigyf2_sp|Q6Y7W8|PERQ2_MOUSE,Gigyf2,-0.382063184158977,1.60507472274819,Gigyf2_sp,Q6Y7W8,PERQ2_MOUSE,down
Mlip_tr|V9GXW5|V9GXW5_MOUSE,Mlip,-0.388192637018959,1.50770418172924,Mlip_tr,V9GXW5,V9GXW5_MOUSE,down
Hadha_sp|Q8BMS1|ECHA_MOUSE,Hadha,-0.389641406189008,1.60429151401488,Hadha_sp,Q8BMS1,ECHA_MOUSE,down
Ddost_sp|O54734|OST48_MOUSE,Ddost,-0.392695160938865,1.32406398545348,Ddost_sp,O54734,OST48_MOUSE,down
Itih2_sp|Q61703|ITIH2_MOUSE,Itih2,-0.394950828767305,1.5454765897513,Itih2_sp,Q61703,ITIH2_MOUSE,down
Gcat_sp|O88986|KBL_MOUSE,Gcat,-0.397090162192608,1.91331068813969,Gcat_sp,O88986,KBL_MOUSE,down
Aarsd1_sp|Q3THG9|AASD1_MOUSE,Aarsd1,-0.397243498682592,1.35785091570554,Aarsd1_sp,Q3THG9,AASD1_MOUSE,down
Tmem161b_sp|Q8C2L6|T161B_MOUSE,Tmem161b,-0.398025972103142,2.26887812387235,Tmem161b_sp,Q8C2L6,T161B_MOUSE,down
Cmpk2_sp|Q3U5Q7|CMPK2_MOUSE,Cmpk2,-0.399317092551542,1.34426351536208,Cmpk2_sp,Q3U5Q7,CMPK2_MOUSE,down
Snd1_sp|Q78PY7|SND1_MOUSE,Snd1,-0.401014684434667,1.83931828865182,Snd1_sp,Q78PY7,SND1_MOUSE,down
Coro1a_sp|O89053|COR1A_MOUSE,Coro1a,-0.403117093285373,1.52143106984966,Coro1a_sp,O89053,COR1A_MOUSE,down
Acss1_sp|Q99NB1|ACS2L_MOUSE,Acss1,-0.407907707761716,2.24646114220877,Acss1_sp,Q99NB1,ACS2L_MOUSE,down
Acad9_sp|Q8JZN5|ACAD9_MOUSE,Acad9,-0.40850620046157,1.41664579610617,Acad9_sp,Q8JZN5,ACAD9_MOUSE,down
Selenbp1_sp|P17563|SBP1_MOUSE,Selenbp1,-0.408841163837309,1.73000091162803,Selenbp1_sp,P17563,SBP1_MOUSE,down
Lactb_sp|Q9EP89|LACTB_MOUSE,Lactb,-0.409073261439057,1.38299263764461,Lactb_sp,Q9EP89,LACTB_MOUSE,down
Ptrhd1_sp|D3Z4S3|PTRD1_MOUSE,Ptrhd1,-0.409382376859058,1.88480054668522,Ptrhd1_sp,D3Z4S3,PTRD1_MOUSE,down
H2-D1_sp|P01899|HA11_MOUSE,H2-D1,-0.410750625113234,1.57331746838208,H2-D1_sp,P01899,HA11_MOUSE,down
H2-D1_sp|P01899|HA11_MOUSE,H2-D1,-0.411643669499499,1.57786796098131,H2-D1_sp,P01899,HA11_MOUSE,down
Siglec1_sp|Q62230|SN_MOUSE,Siglec1,-0.415829791296977,1.51651944237602,Siglec1_sp,Q62230,SN_MOUSE,down
Cd2ap_sp|Q9JLQ0|CD2AP_MOUSE,Cd2ap,-0.416028495734694,1.88224433242389,Cd2ap_sp,Q9JLQ0,CD2AP_MOUSE,down
Lamtor1_sp|Q9CQ22|LTOR1_MOUSE,Lamtor1,-0.422233628232253,1.59890228986938,Lamtor1_sp,Q9CQ22,LTOR1_MOUSE,down
Smg1_sp|Q8BKX6|SMG1_MOUSE,Smg1,-0.422298705822515,2.18299920127239,Smg1_sp,Q8BKX6,SMG1_MOUSE,down
Xpnpep1_tr|Q3UE92|Q3UE92_MOUSE,Xpnpep1,-0.425593827803137,1.63281971191808,Xpnpep1_tr,Q3UE92,Q3UE92_MOUSE,down
Pck2_sp|Q8BH04|PCKGM_MOUSE,Pck2,-0.42862440095413,1.8449096650714,Pck2_sp,Q8BH04,PCKGM_MOUSE,down
Col15a1_sp|O35206|COFA1_MOUSE,Col15a1,-0.432461926252888,1.74413341083392,Col15a1_sp,O35206,COFA1_MOUSE,down
Aldh1l2_sp|Q8K009|AL1L2_MOUSE,Aldh1l2,-0.432540459701596,1.47988931352126,Aldh1l2_sp,Q8K009,AL1L2_MOUSE,down
Fmo2_sp|Q8K2I3|FMO2_MOUSE,Fmo2,-0.433121980521055,1.67696414746336,Fmo2_sp,Q8K2I3,FMO2_MOUSE,down
Fbxo3_sp|Q9DC63|FBX3_MOUSE,Fbxo3,-0.434366249949706,1.56432679161191,Fbxo3_sp,Q9DC63,FBX3_MOUSE,down
Map1s_sp|Q8C052|MAP1S_MOUSE,Map1s,-0.436669291978566,2.04872040350576,Map1s_sp,Q8C052,MAP1S_MOUSE,down
Abca8b_sp|Q8K440|ABC8B_MOUSE,Abca8b,-0.437002077189293,1.76691729161749,Abca8b_sp,Q8K440,ABC8B_MOUSE,down
Mgll_sp|O35678|MGLL_MOUSE,Mgll,-0.439239439707273,1.45450806550612,Mgll_sp,O35678,MGLL_MOUSE,down
Tmem161b_sp|Q8C2L6|T161B_MOUSE,Tmem161b,-0.443516240815439,2.47198561747059,Tmem161b_sp,Q8C2L6,T161B_MOUSE,down
Dctn1_sp|O08788|DCTN1_MOUSE,Dctn1,-0.448323346869468,2.24965193348153,Dctn1_sp,O08788,DCTN1_MOUSE,down
Zfp341_tr|Q6PGC9|Q6PGC9_MOUSE,Zfp341,-0.451988054768366,1.69426511176962,Zfp341_tr,Q6PGC9,Q6PGC9_MOUSE,down
Chrnb1_sp|P09690|ACHB_MOUSE,Chrnb1,-0.455310433594343,1.864916628025,Chrnb1_sp,P09690,ACHB_MOUSE,down
Mgll_sp|O35678|MGLL_MOUSE,Mgll,-0.456426164999347,1.51231238932054,Mgll_sp,O35678,MGLL_MOUSE,down
Itih2_sp|Q61703|ITIH2_MOUSE,Itih2,-0.456997506149833,1.78033660608289,Itih2_sp,Q61703,ITIH2_MOUSE,down
Rab23_sp|P35288|RAB23_MOUSE,Rab23,-0.45702769389361,2.09089417661778,Rab23_sp,P35288,RAB23_MOUSE,down
Stx7_sp|O70439|STX7_MOUSE,Stx7,-0.461935842371119,1.35328877191754,Stx7_sp,O70439,STX7_MOUSE,down
Ssr1_sp|Q9CY50|SSRA_MOUSE,Ssr1,-0.461978220967079,1.42087642581545,Ssr1_sp,Q9CY50,SSRA_MOUSE,down
Acsl6_sp|Q91WC3|ACSL6_MOUSE,Acsl6,-0.462041040747981,1.47898087248148,Acsl6_sp,Q91WC3,ACSL6_MOUSE,down
Dgka_sp|O88673|DGKA_MOUSE,Dgka,-0.462405968888601,2.27748265184218,Dgka_sp,O88673,DGKA_MOUSE,down
Myo18a_tr|E9PUR2|E9PUR2_MOUSE,Myo18a,-0.466700099925888,1.50036790638729,Myo18a_tr,E9PUR2,E9PUR2_MOUSE,down
3425401B19Rik_tr|D3Z1D3|D3Z1D3_MOUSE,3425401B19Rik,-0.46785805915101,1.41564153242856,3425401B19Rik_tr,D3Z1D3,D3Z1D3_MOUSE,down
Camk2b_sp|P28652|KCC2B_MOUSE,Camk2b,-0.467888053152566,1.6886857764539,Camk2b_sp,P28652,KCC2B_MOUSE,down
H2-D1_sp|P01900|HA12_MOUSE,H2-D1,-0.472008792929459,1.30309657037055,H2-D1_sp,P01900,HA12_MOUSE,down
Ckap4_sp|Q8BMK4|CKAP4_MOUSE,Ckap4,-0.472569571321656,1.8626107082716,Ckap4_sp,Q8BMK4,CKAP4_MOUSE,down
Myo18a_sp|Q9JMH9|MY18A_MOUSE,Myo18a,-0.472870891961718,1.98902690910784,Myo18a_sp,Q9JMH9,MY18A_MOUSE,down
Brcc3_sp|P46737|BRCC3_MOUSE,Brcc3,-0.47547715129867,2.2202355239316,Brcc3_sp,P46737,BRCC3_MOUSE,down
Mrc1_sp|Q61830|MRC1_MOUSE,Mrc1,-0.476082039111828,3.90464662747302,Mrc1_sp,Q61830,MRC1_MOUSE,down
Acss1_sp|Q99NB1|ACS2L_MOUSE,Acss1,-0.476958627809833,2.53860438207482,Acss1_sp,Q99NB1,ACS2L_MOUSE,down
Ivd_sp|Q9JHI5|IVD_MOUSE,Ivd,-0.477929112801973,1.45126002915793,Ivd_sp,Q9JHI5,IVD_MOUSE,down
Cltc_tr|F6Z1R4|F6Z1R4_MOUSE,Cltc,-0.478094842054316,1.39146249329058,Cltc_tr,F6Z1R4,F6Z1R4_MOUSE,down
Gstm1_sp|P10649|GSTM1_MOUSE,Gstm1,-0.481715407723835,1.59170270327078,Gstm1_sp,P10649,GSTM1_MOUSE,down
Gvin1_sp|Q80SU7|GVIN1_MOUSE,Gvin1,-0.482244377699995,2.26190644981584,Gvin1_sp,Q80SU7,GVIN1_MOUSE,down
Nexn_sp|Q7TPW1|NEXN_MOUSE,Nexn,-0.484287923175889,2.05430377416188,Nexn_sp,Q7TPW1,NEXN_MOUSE,down
Idh2_sp|P54071|IDHP_MOUSE,Idh2,-0.486980467113257,1.34543842546724,Idh2_sp,P54071,IDHP_MOUSE,down
Kif5b_sp|Q61768|KINH_MOUSE,Kif5b,-0.493962218292896,1.33650462120123,Kif5b_sp,Q61768,KINH_MOUSE,down
Gstm1_sp|P10649|GSTM1_MOUSE,Gstm1,-0.495920998914109,1.63677229219247,Gstm1_sp,P10649,GSTM1_MOUSE,down
Cobll1_sp|Q3UMF0|COBL1_MOUSE,Cobll1,-0.499177076085777,1.64631374323004,Cobll1_sp,Q3UMF0,COBL1_MOUSE,down
Myo18a_tr|F6ZGN3|F6ZGN3_MOUSE,Myo18a,-0.499547066831503,1.47568395106745,Myo18a_tr,F6ZGN3,F6ZGN3_MOUSE,down
Camk2b_tr|Q5SVJ0|Q5SVJ0_MOUSE,Camk2b,-0.500011174745969,1.5954145884182,Camk2b_tr,Q5SVJ0,Q5SVJ0_MOUSE,down
Dctn1_sp|O08788|DCTN1_MOUSE,Dctn1,-0.501425655926963,2.53674428703613,Dctn1_sp,O08788,DCTN1_MOUSE,down
Nqo1_sp|Q64669|NQO1_MOUSE,Nqo1,-0.506269101008835,2.15763019229516,Nqo1_sp,Q64669,NQO1_MOUSE,down
Ccpg1_sp|Q640L3|CCPG1_MOUSE,Ccpg1,-0.511075971389168,1.54344396795826,Ccpg1_sp,Q640L3,CCPG1_MOUSE,down
Ppp1r12a_sp|Q9DBR7|MYPT1_MOUSE,Ppp1r12a,-0.51248078624608,1.91105735236199,Ppp1r12a_sp,Q9DBR7,MYPT1_MOUSE,down
H2-D1_sp|P14427|HA14_MOUSE,H2-D1,-0.515597347765388,2.93261993272594,H2-D1_sp,P14427,HA14_MOUSE,down
3425401B19Rik_tr|D3Z1D3|D3Z1D3_MOUSE,3425401B19Rik,-0.519859871517866,1.63861053830731,3425401B19Rik_tr,D3Z1D3,D3Z1D3_MOUSE,down
H2-D1_sp|P01895|HA1Y_MOUSE,H2-D1,-0.53274278526976,1.30383407633871,H2-D1_sp,P01895,HA1Y_MOUSE,down
Idh2_sp|P54071|IDHP_MOUSE,Idh2,-0.539648708661071,1.49277901945497,Idh2_sp,P54071,IDHP_MOUSE,down
H2-K1_sp|P01901|HA1B_MOUSE,H2-K1,-0.543598654319017,1.33229663066081,H2-K1_sp,P01901,HA1B_MOUSE,down
Abca7_sp|Q91V24|ABCA7_MOUSE,Abca7,-0.54529899044837,1.98383307942053,Abca7_sp,Q91V24,ABCA7_MOUSE,down
Bfar_sp|Q8R079|BFAR_MOUSE,Bfar,-0.5521869412195199,1.56995958328898,Bfar_sp,Q8R079,BFAR_MOUSE,down
Gvin1_sp|Q80SU7|GVIN1_MOUSE,Gvin1,-0.554614660213686,2.62821461978715,Gvin1_sp,Q80SU7,GVIN1_MOUSE,down
Arhgdib_sp|Q61599|GDIR2_MOUSE,Arhgdib,-0.560267782256371,2.48716890777901,Arhgdib_sp,Q61599,GDIR2_MOUSE,down
Tmpo_sp|Q61033|LAP2A_MOUSE,Tmpo,-0.561335830273921,1.41260472776087,Tmpo_sp,Q61033,LAP2A_MOUSE,down
Zfp207_tr|M0QWF0|M0QWF0_MOUSE,Zfp207,-0.565767050212696,2.59892080080817,Zfp207_tr,M0QWF0,M0QWF0_MOUSE,down
Dctn2_sp|Q99KJ8|DCTN2_MOUSE,Dctn2,-0.566686167212284,1.71587032125785,Dctn2_sp,Q99KJ8,DCTN2_MOUSE,down
Dnhd1_tr|D3Z2X2|D3Z2X2_MOUSE,Dnhd1,-0.578046242775027,1.52359939163742,Dnhd1_tr,D3Z2X2,D3Z2X2_MOUSE,down
Bfar_sp|Q8R079|BFAR_MOUSE,Bfar,-0.578665813653144,1.64037314046336,Bfar_sp,Q8R079,BFAR_MOUSE,down
Top1mt_sp|Q8R4U6|TOP1M_MOUSE,Top1mt,-0.582575604840734,1.72147844478639,Top1mt_sp,Q8R4U6,TOP1M_MOUSE,down
Nexn_sp|Q7TPW1|NEXN_MOUSE,Nexn,-0.585700516482875,2.54371331862155,Nexn_sp,Q7TPW1,NEXN_MOUSE,down
Camk2g_sp|Q923T9-3|KCC2G_MOUSE,Camk2g,-0.586304087932798,2.33495214662756,Camk2g_sp,Q923T9-3,KCC2G_MOUSE,down
Camk2g_sp|Q923T9|KCC2G_MOUSE,Camk2g,-0.59178153830618,2.42414341883508,Camk2g_sp,Q923T9,KCC2G_MOUSE,down
Rbm3_tr|Q8BG13|Q8BG13_MOUSE,Rbm3,-0.59386350404795,1.63824258234698,Rbm3_tr,Q8BG13,Q8BG13_MOUSE,down
Ctps1_sp|P70698|PYRG1_MOUSE,Ctps1,-0.597125002188061,3.03666044149247,Ctps1_sp,P70698,PYRG1_MOUSE,down
Nqo1_sp|Q64669|NQO1_MOUSE,Nqo1,-0.598266003050409,2.45329925880536,Nqo1_sp,Q64669,NQO1_MOUSE,down
Gbp7_tr|Q91Z40|Q91Z40_MOUSE,Gbp7,-0.60781980667604,1.87485818899106,Gbp7_tr,Q91Z40,Q91Z40_MOUSE,down
Gstm4_tr|Q8R5I6|Q8R5I6_MOUSE,Gstm4,-0.609335966584649,1.88171236076512,Gstm4_tr,Q8R5I6,Q8R5I6_MOUSE,down
Emc1_sp|Q8C7X2|EMC1_MOUSE,Emc1,-0.609733968464395,1.45526741972195,Emc1_sp,Q8C7X2,EMC1_MOUSE,down
Nup35_sp|Q8R4R6|NUP53_MOUSE,Nup35,-0.611103659094158,2.47710552725982,Nup35_sp,Q8R4R6,NUP53_MOUSE,down
Rnf113a2_tr|Q14B01|Q14B01_MOUSE,Rnf113a2,-0.621913364338223,1.30552869096884,Rnf113a2_tr,Q14B01,Q14B01_MOUSE,down
Gstm4_tr|Q8R5I6|Q8R5I6_MOUSE,Gstm4,-0.623522395557896,1.91851341388306,Gstm4_tr,Q8R5I6,Q8R5I6_MOUSE,down
Stat1_sp|P42225|STAT1_MOUSE,Stat1,-0.624023778877886,2.48584459520684,Stat1_sp,P42225,STAT1_MOUSE,down
Camk2g_sp|Q923T9-2|KCC2G_MOUSE,Camk2g,-0.625128591695872,2.66743061927575,Camk2g_sp,Q923T9-2,KCC2G_MOUSE,down
Mtch1_sp|Q791T5|MTCH1_MOUSE,Mtch1,-0.626000097484876,1.36234842300815,Mtch1_sp,Q791T5,MTCH1_MOUSE,down
Minpp1_sp|Q9Z2L6|MINP1_MOUSE,Minpp1,-0.637111397908582,2.0152166369059,Minpp1_sp,Q9Z2L6,MINP1_MOUSE,down
Rbm3_sp|O89086|RBM3_MOUSE,Rbm3,-0.637272888309979,2.32018044890525,Rbm3_sp,O89086,RBM3_MOUSE,down
Rbm3_sp|O89086|RBM3_MOUSE,Rbm3,-0.64085474416731,2.32982245872972,Rbm3_sp,O89086,RBM3_MOUSE,down
Slmap_sp|Q3URD3|SLMAP_MOUSE,Slmap,-0.641382366720467,2.22464187382262,Slmap_sp,Q3URD3,SLMAP_MOUSE,down
Nt5c1a_sp|A3KFX0|5NT1A_MOUSE,Nt5c1a,-0.64166819447396,2.18870269927069,Nt5c1a_sp,A3KFX0,5NT1A_MOUSE,down
Tmpo_sp|Q61029-3|LAP2B_MOUSE,Tmpo,-0.644099570508083,2.15202469097111,Tmpo_sp,Q61029-3,LAP2B_MOUSE,down
Fetub_sp|Q9QXC1|FETUB_MOUSE,Fetub,-0.653742372552123,1.75332302661553,Fetub_sp,Q9QXC1,FETUB_MOUSE,down
Rbm3_tr|Q8BG13|Q8BG13_MOUSE,Rbm3,-0.655738041664237,1.78879757771107,Rbm3_tr,Q8BG13,Q8BG13_MOUSE,down
Ctps1_sp|P70698|PYRG1_MOUSE,Ctps1,-0.656529866168227,3.21590221797037,Ctps1_sp,P70698,PYRG1_MOUSE,down
Camk2d_sp|Q6PHZ2|KCC2D_MOUSE,Camk2d,-0.656706626774882,2.49329302236726,Camk2d_sp,Q6PHZ2,KCC2D_MOUSE,down
Ca3_sp|P16015|CAH3_MOUSE,Ca3,-0.656754991213181,2.89701638646196,Ca3_sp,P16015,CAH3_MOUSE,down
Thbs1_sp|P35441|TSP1_MOUSE,Thbs1,-0.660026501948803,1.54454032602842,Thbs1_sp,P35441,TSP1_MOUSE,down
Cdh13_sp|Q9WTR5|CAD13_MOUSE,Cdh13,-0.662814500970014,1.59655156955321,Cdh13_sp,Q9WTR5,CAD13_MOUSE,down
Cltb_sp|Q6IRU5-2|CLCB_MOUSE,Cltb,-0.662938110091963,2.68539325154092,Cltb_sp,Q6IRU5-2,CLCB_MOUSE,down
Hpx_sp|Q91X72|HEMO_MOUSE,Hpx,-0.670367646944264,1.64984890077718,Hpx_sp,Q91X72,HEMO_MOUSE,down
Tmpo_sp|Q61029-2|LAP2B_MOUSE,Tmpo,-0.671202443667491,1.75377892613005,Tmpo_sp,Q61029-2,LAP2B_MOUSE,down
Tmpo_sp|Q61029|LAP2B_MOUSE,Tmpo,-0.678845136713858,1.68903897783094,Tmpo_sp,Q61029,LAP2B_MOUSE,down
Prps2_sp|Q9CS42|PRPS2_MOUSE,Prps2,-0.681313252368078,1.7168736887859,Prps2_sp,Q9CS42,PRPS2_MOUSE,down
Tbc1d4_sp|Q8BYJ6|TBCD4_MOUSE,Tbc1d4,-0.682484892173001,1.49968690654243,Tbc1d4_sp,Q8BYJ6,TBCD4_MOUSE,down
Cirbp_sp|P60824|CIRBP_MOUSE,Cirbp,-0.682960107890057,1.60112987752368,Cirbp_sp,P60824,CIRBP_MOUSE,down
Tmpo_sp|Q61029-4|LAP2B_MOUSE,Tmpo,-0.683219078873785,1.87947086406217,Tmpo_sp,Q61029-4,LAP2B_MOUSE,down
Cltb_sp|Q6IRU5|CLCB_MOUSE,Cltb,-0.683722511314305,2.34941407957867,Cltb_sp,Q6IRU5,CLCB_MOUSE,down
Prps1l3_tr|G3UXL2|G3UXL2_MOUSE,Prps1l3,-0.6890361137006,1.98449009979027,Prps1l3_tr,G3UXL2,G3UXL2_MOUSE,down
Camk2b_sp|P28652|KCC2B_MOUSE,Camk2b,-0.694328428253148,2.69279716172439,Camk2b_sp,P28652,KCC2B_MOUSE,down
Ca3_sp|P16015|CAH3_MOUSE,Ca3,-0.695447426201723,3.00167206123939,Ca3_sp,P16015,CAH3_MOUSE,down
Mcur1_sp|Q9CXD6|MCUR1_MOUSE,Mcur1,-0.699046244082201,1.52346474692941,Mcur1_sp,Q9CXD6,MCUR1_MOUSE,down
Myo18a_tr|E9PUR2|E9PUR2_MOUSE,Myo18a,-0.710708742331416,2.53450826714397,Myo18a_tr,E9PUR2,E9PUR2_MOUSE,down
Slmap_tr|F6UV57|F6UV57_MOUSE,Slmap,-0.71165202802593,2.05038538368585,Slmap_tr,F6UV57,F6UV57_MOUSE,down
Camk2d_sp|Q6PHZ2-5|KCC2D_MOUSE,Camk2d,-0.715884825242032,2.66079529757646,Camk2d_sp,Q6PHZ2-5,KCC2D_MOUSE,down
Camk2b_tr|Q5SVJ0|Q5SVJ0_MOUSE,Camk2b,-0.722922787419884,2.51917589837536,Camk2b_tr,Q5SVJ0,Q5SVJ0_MOUSE,down
Gstm2_sp|P15626|GSTM2_MOUSE,Gstm2,-0.725127779913461,2.78961589559045,Gstm2_sp,P15626,GSTM2_MOUSE,down
Gstm2_sp|P15626|GSTM2_MOUSE,Gstm2,-0.72849659589286,2.79780660519332,Gstm2_sp,P15626,GSTM2_MOUSE,down
Slmap_tr|D3YV81|D3YV81_MOUSE,Slmap,-0.729479257155467,1.89896074212668,Slmap_tr,D3YV81,D3YV81_MOUSE,down
