GN_ID,Gene_Name,log2FC(insoluble/soluble protein ratio),-LOG10(P-VALUE),Prefix,UniProt_ID,UniProt_Name,Direction
Ugdh_sp|O70475|UGDH_MOUSE,Ugdh,0.926510190445589,1.48537056371068,Ugdh_sp,O70475,UGDH_MOUSE,up
Pvalb_sp|P32848|PRVA_MOUSE,Pvalb,0.913368229068703,1.40283181735953,Pvalb_sp,P32848,PRVA_MOUSE,up
Ikbip_sp|Q9DBZ1|IKIP_MOUSE,Ikbip,0.912801649264704,2.43022207203726,Ikbip_sp,Q9DBZ1,IKIP_MOUSE,up
Thtpa_sp|Q8JZL3|THTPA_MOUSE,Thtpa,0.872907709660654,3.21595036735399,Thtpa_sp,Q8JZL3,THTPA_MOUSE,up
Atp5d_sp|Q9D3D9|ATPD_MOUSE,Atp5d,0.851500308602454,1.718918299447,Atp5d_sp,Q9D3D9,ATPD_MOUSE,up
Erp29_sp|P57759|ERP29_MOUSE,Erp29,0.850435393988427,1.81375676217761,Erp29_sp,P57759,ERP29_MOUSE,up
Apoo_sp|Q9DCZ4|APOO_MOUSE,Apoo,0.84749027630489,1.40767742251058,Apoo_sp,Q9DCZ4,APOO_MOUSE,up
C8a_sp|Q8K182|CO8A_MOUSE,C8a,0.844541932987099,1.56832679223551,C8a_sp,Q8K182,CO8A_MOUSE,up
Tinagl1_sp|Q99JR5|TINAL_MOUSE,Tinagl1,0.837702984575011,1.75223858181231,Tinagl1_sp,Q99JR5,TINAL_MOUSE,up
Ppif_sp|Q99KR7|PPIF_MOUSE,Ppif,0.821208208189772,2.02616406551708,Ppif_sp,Q99KR7,PPIF_MOUSE,up
Spr_sp|Q64105|SPRE_MOUSE,Spr,0.813325423015167,2.0378883243424,Spr_sp,Q64105,SPRE_MOUSE,up
Hsd17b11_sp|Q9EQ06|DHB11_MOUSE,Hsd17b11,0.806758570161106,1.5083674689675,Hsd17b11_sp,Q9EQ06,DHB11_MOUSE,up
Cav1_sp|P49817|CAV1_MOUSE,Cav1,0.802362826922791,1.4464553982016,Cav1_sp,P49817,CAV1_MOUSE,up
Ikbip_sp|Q9DBZ1|IKIP_MOUSE,Ikbip,0.798821701867502,2.05318000432709,Ikbip_sp,Q9DBZ1,IKIP_MOUSE,up
Bola1_sp|Q9D8S9|BOLA1_MOUSE,Bola1,0.785609892424035,2.92519381777497,Bola1_sp,Q9D8S9,BOLA1_MOUSE,up
Mat2a_sp|Q3THS6|METK2_MOUSE,Mat2a,0.779218970190048,1.4342554338875,Mat2a_sp,Q3THS6,METK2_MOUSE,up
Lypla1_sp|P97823|LYPA1_MOUSE,Lypla1,0.776397989183463,1.33909485276376,Lypla1_sp,P97823,LYPA1_MOUSE,up
Atp5d_sp|Q9D3D9|ATPD_MOUSE,Atp5d,0.774023380783705,1.4895822917674,Atp5d_sp,Q9D3D9,ATPD_MOUSE,up
Ccdc90b_sp|Q8C3X2|CC90B_MOUSE,Ccdc90b,0.773419887900408,1.42686985564976,Ccdc90b_sp,Q8C3X2,CC90B_MOUSE,up
Cbr2_sp|P08074|CBR2_MOUSE,Cbr2,0.7711085801747,1.73959027535272,Cbr2_sp,P08074,CBR2_MOUSE,up
Lypla1_sp|P97823|LYPA1_MOUSE,Lypla1,0.764974218536279,1.30739504883307,Lypla1_sp,P97823,LYPA1_MOUSE,up
Lama5_sp|Q61001|LAMA5_MOUSE,Lama5,0.763261005419508,1.5287870372923,Lama5_sp,Q61001,LAMA5_MOUSE,up
Csrp3_sp|P50462|CSRP3_MOUSE,Csrp3,0.76107720255627,1.89463195125502,Csrp3_sp,P50462,CSRP3_MOUSE,up
Snx1_sp|Q9WV80|SNX1_MOUSE,Snx1,0.753144444870979,2.48117738375509,Snx1_sp,Q9WV80,SNX1_MOUSE,up
Grpel1_sp|Q99LP6|GRPE1_MOUSE,Grpel1,0.753009310770897,1.50858213365783,Grpel1_sp,Q99LP6,GRPE1_MOUSE,up
Ppid_sp|Q9CR16|PPID_MOUSE,Ppid,0.752141612758072,1.40120541087255,Ppid_sp,Q9CR16,PPID_MOUSE,up
Trmt5_sp|Q9D0C4|TRM5_MOUSE,Trmt5,0.750598657028412,2.11516509311743,Trmt5_sp,Q9D0C4,TRM5_MOUSE,up
Cyb5b_sp|Q9CQX2|CYB5B_MOUSE,Cyb5b,0.745778809737103,1.62992901724703,Cyb5b_sp,Q9CQX2,CYB5B_MOUSE,up
Nol3_sp|Q9D1X0|NOL3_MOUSE,Nol3,0.744536194829363,2.47967459684131,Nol3_sp,Q9D1X0,NOL3_MOUSE,up
NA_sp|Q8BHE8|CB047_MOUSE,,0.743685231795437,1.34458491318546,NA_sp,Q8BHE8,CB047_MOUSE,up
Snap91_sp|Q61548|AP180_MOUSE,Snap91,0.741767767512106,2.09394875224635,Snap91_sp,Q61548,AP180_MOUSE,up
Cox4i2_sp|Q91W29|COX42_MOUSE,Cox4i2,0.735478684849216,1.54539000197371,Cox4i2_sp,Q91W29,COX42_MOUSE,up
Ttr_sp|P07309|TTHY_MOUSE,Ttr,0.729926967021784,1.58252327131628,Ttr_sp,P07309,TTHY_MOUSE,up
Serpina1a_sp|P07758|A1AT1_MOUSE,Serpina1a,0.727187657967252,2.0153174786508,Serpina1a_sp,P07758,A1AT1_MOUSE,up
Mug1_sp|P28665|MUG1_MOUSE,Mug1,0.726271870067853,1.51449248644086,Mug1_sp,P28665,MUG1_MOUSE,up
Rpn2_tr|A2ACG7|A2ACG7_MOUSE,Rpn2,0.723457108505667,1.585521534003,Rpn2_tr,A2ACG7,A2ACG7_MOUSE,up
Pfn1_sp|P62962|PROF1_MOUSE,Pfn1,0.721540110588812,1.59116761387108,Pfn1_sp,P62962,PROF1_MOUSE,up
Serpina1c_sp|Q00896|A1AT3_MOUSE,Serpina1c,0.71884751114326,1.9706594264563,Serpina1c_sp,Q00896,A1AT3_MOUSE,up
Gmppb_sp|Q8BTZ7|GMPPB_MOUSE,Gmppb,0.715779630964887,2.03095350646266,Gmppb_sp,Q8BTZ7,GMPPB_MOUSE,up
Ap1g1_sp|P22892|AP1G1_MOUSE,Ap1g1,0.713502922132707,1.87287007092261,Ap1g1_sp,P22892,AP1G1_MOUSE,up
Ttr_sp|P07309|TTHY_MOUSE,Ttr,0.71209207180414,1.52563205594681,Ttr_sp,P07309,TTHY_MOUSE,up
Sra1_sp|Q80VJ2|SRA1_MOUSE,Sra1,0.710157591836773,2.26091496832302,Sra1_sp,Q80VJ2,SRA1_MOUSE,up
Ptrhd1_sp|D3Z4S3|PTRD1_MOUSE,Ptrhd1,0.7017520556553,2.84586870483085,Ptrhd1_sp,D3Z4S3,PTRD1_MOUSE,up
Rad23b_sp|P54728|RD23B_MOUSE,Rad23b,0.700691766704865,1.67691094010045,Rad23b_sp,P54728,RD23B_MOUSE,up
Fitm1_sp|Q91V79|FITM1_MOUSE,Fitm1,0.68761000063739,2.71258969410999,Fitm1_sp,Q91V79,FITM1_MOUSE,up
Sh3glb1_sp|Q9JK48|SHLB1_MOUSE,Sh3glb1,0.685882275969627,1.48720708037382,Sh3glb1_sp,Q9JK48,SHLB1_MOUSE,up
Cdkn1b_sp|P46414|CDN1B_MOUSE,Cdkn1b,0.683974300856205,1.64060970798547,Cdkn1b_sp,P46414,CDN1B_MOUSE,up
Pfn1_sp|P62962|PROF1_MOUSE,Pfn1,0.681416459081442,1.46167015104547,Pfn1_sp,P62962,PROF1_MOUSE,up
Fam213b_sp|Q9DB60|PGFS_MOUSE,Fam213b,0.680602607537338,1.31552823192152,Fam213b_sp,Q9DB60,PGFS_MOUSE,up
Chmp2b_sp|Q8BJF9|CHM2B_MOUSE,Chmp2b,0.679755898431933,1.3383520557013,Chmp2b_sp,Q8BJF9,CHM2B_MOUSE,up
Gpt_sp|Q8QZR5|ALAT1_MOUSE,Gpt,0.675554186198765,2.41783321283749,Gpt_sp,Q8QZR5,ALAT1_MOUSE,up
Dars2_sp|Q8BIP0|SYDM_MOUSE,Dars2,0.673083612063655,1.92698245914219,Dars2_sp,Q8BIP0,SYDM_MOUSE,up
Ace_sp|P09470|ACE_MOUSE,Ace,0.670662853644027,1.32082394741116,Ace_sp,P09470,ACE_MOUSE,up
Mat2b_sp|Q99LB6|MAT2B_MOUSE,Mat2b,0.669580476796431,1.3430233064565,Mat2b_sp,Q99LB6,MAT2B_MOUSE,up
Ptgfrn_sp|Q9WV91|FPRP_MOUSE,Ptgfrn,0.666436596008066,1.32716971292348,Ptgfrn_sp,Q9WV91,FPRP_MOUSE,up
Sh3glb1_sp|Q9JK48|SHLB1_MOUSE,Sh3glb1,0.660366432052503,1.40459767993854,Sh3glb1_sp,Q9JK48,SHLB1_MOUSE,up
Dcun1d1_sp|Q9QZ73|DCNL1_MOUSE,Dcun1d1,0.657874004062862,1.39013969766567,Dcun1d1_sp,Q9QZ73,DCNL1_MOUSE,up
Flot1_sp|O08917|FLOT1_MOUSE,Flot1,0.656997733006741,1.68624841596377,Flot1_sp,O08917,FLOT1_MOUSE,up
Vta1_sp|Q9CR26|VTA1_MOUSE,Vta1,0.656738723523424,2.17227056120693,Vta1_sp,Q9CR26,VTA1_MOUSE,up
Hmgcl_sp|P38060|HMGCL_MOUSE,Hmgcl,0.655510856923458,2.11736244630796,Hmgcl_sp,P38060,HMGCL_MOUSE,up
Mrc1_sp|Q61830|MRC1_MOUSE,Mrc1,0.652665745424589,4.55397942921072,Mrc1_sp,Q61830,MRC1_MOUSE,up
Ube4b_sp|Q9ES00|UBE4B_MOUSE,Ube4b,0.650128094662686,1.41988480596442,Ube4b_sp,Q9ES00,UBE4B_MOUSE,up
Lcp1_sp|Q61233|PLSL_MOUSE,Lcp1,0.646134990973794,1.56197768081937,Lcp1_sp,Q61233,PLSL_MOUSE,up
Qki_sp|Q9QYS9|QKI_MOUSE,Qki,0.634603588674957,1.36976737172359,Qki_sp,Q9QYS9,QKI_MOUSE,up
Sec22b_sp|O08547|SC22B_MOUSE,Sec22b,0.634057959968791,3.3090277512805,Sec22b_sp,O08547,SC22B_MOUSE,up
Tomm34_sp|Q9CYG7|TOM34_MOUSE,Tomm34,0.633961505831981,1.6756516632549,Tomm34_sp,Q9CYG7,TOM34_MOUSE,up
Thbs4_sp|Q9Z1T2|TSP4_MOUSE,Thbs4,0.632572470585326,2.23509465124356,Thbs4_sp,Q9Z1T2,TSP4_MOUSE,up
Aamdc_sp|Q8R0P4|AAMDC_MOUSE,Aamdc,0.63217570753964,1.35444233854244,Aamdc_sp,Q8R0P4,AAMDC_MOUSE,up
Gorasp2_sp|Q99JX3|GORS2_MOUSE,Gorasp2,0.631971237554639,1.460028699563,Gorasp2_sp,Q99JX3,GORS2_MOUSE,up
Ralb_sp|Q9JIW9|RALB_MOUSE,Ralb,0.630550782316502,1.34684146079911,Ralb_sp,Q9JIW9,RALB_MOUSE,up
Fxr1_sp|Q61584|FXR1_MOUSE,Fxr1,0.629246566581818,1.33680412648781,Fxr1_sp,Q61584,FXR1_MOUSE,up
Serpina7_sp|P61939|THBG_MOUSE,Serpina7,0.623534554404055,1.37281743426081,Serpina7_sp,P61939,THBG_MOUSE,up
Tmem182_sp|B2RVY9|TM182_MOUSE,Tmem182,0.622047531056411,1.66512343311326,Tmem182_sp,B2RVY9,TM182_MOUSE,up
Smtnl2_sp|Q8CI12|SMTL2_MOUSE,Smtnl2,0.621102749885415,1.42704893328784,Smtnl2_sp,Q8CI12,SMTL2_MOUSE,up
Fxr1_sp|Q61584-5|FXR1_MOUSE,Fxr1,0.616421103859966,1.37930807409976,Fxr1_sp,Q61584-5,FXR1_MOUSE,up
Ap1g1_sp|P22892|AP1G1_MOUSE,Ap1g1,0.615337520017138,1.52399542837276,Ap1g1_sp,P22892,AP1G1_MOUSE,up
Creld1_sp|Q91XD7|CREL1_MOUSE,Creld1,0.615301822668179,1.50940504058106,Creld1_sp,Q91XD7,CREL1_MOUSE,up
Gpt_sp|Q8QZR5|ALAT1_MOUSE,Gpt,0.614503246977345,2.16509177400621,Gpt_sp,Q8QZR5,ALAT1_MOUSE,up
Cox15_sp|Q8BJ03|COX15_MOUSE,Cox15,0.609417853115674,3.09040336823723,Cox15_sp,Q8BJ03,COX15_MOUSE,up
Rmdn1_sp|Q9DCV4|RMD1_MOUSE,Rmdn1,0.60865257657254,2.2650277554414,Rmdn1_sp,Q9DCV4,RMD1_MOUSE,up
Vta1_sp|Q9CR26|VTA1_MOUSE,Vta1,0.608495926555748,1.97715718849687,Vta1_sp,Q9CR26,VTA1_MOUSE,up
Serpina3k_sp|P07759|SPA3K_MOUSE,Serpina3k,0.603830106679768,1.64769953619462,Serpina3k_sp,P07759,SPA3K_MOUSE,up
Gna14_sp|P30677|GNA14_MOUSE,Gna14,0.603449851782096,1.55227453989597,Gna14_sp,P30677,GNA14_MOUSE,up
Nfu1_sp|Q9QZ23|NFU1_MOUSE,Nfu1,0.596382215594877,2.32520445324546,Nfu1_sp,Q9QZ23,NFU1_MOUSE,up
Slmap_tr|D3YV81|D3YV81_MOUSE,Slmap,0.596265399201431,1.59427208674061,Slmap_tr,D3YV81,D3YV81_MOUSE,up
Slmap_tr|F6UV57|F6UV57_MOUSE,Slmap,0.594479171721043,1.76614102807309,Slmap_tr,F6UV57,F6UV57_MOUSE,up
Snap91_sp|Q61548|AP180_MOUSE,Snap91,0.59275093214228,1.54844110209737,Snap91_sp,Q61548,AP180_MOUSE,up
Akap11_tr|E9Q777|E9Q777_MOUSE,Akap11,0.592528869715626,1.7865683268766,Akap11_tr,E9Q777,E9Q777_MOUSE,up
Trim16_sp|Q99PP9|TRI16_MOUSE,Trim16,0.589163964135039,1.5024512432895,Trim16_sp,Q99PP9,TRI16_MOUSE,up
Tapt1_sp|Q4VBD2|TAPT1_MOUSE,Tapt1,0.584321108178317,2.47292339282191,Tapt1_sp,Q4VBD2,TAPT1_MOUSE,up
Hsph1_sp|Q61699|HS105_MOUSE,Hsph1,0.583591460146217,2.50746434352159,Hsph1_sp,Q61699,HS105_MOUSE,up
Ubxn1_sp|Q922Y1|UBXN1_MOUSE,Ubxn1,0.580963541612865,2.0180995326763,Ubxn1_sp,Q922Y1,UBXN1_MOUSE,up
Qdpr_sp|Q8BVI4|DHPR_MOUSE,Qdpr,0.577184915854372,2.68340194504306,Qdpr_sp,Q8BVI4,DHPR_MOUSE,up
C1qtnf9_sp|Q4ZJN1|C1QT9_MOUSE,C1qtnf9,0.577106936463324,1.58239227488727,C1qtnf9_sp,Q4ZJN1,C1QT9_MOUSE,up
Sh3bgrl3_sp|Q91VW3|SH3L3_MOUSE,Sh3bgrl3,0.568917991364864,1.48415286512247,Sh3bgrl3_sp,Q91VW3,SH3L3_MOUSE,up
Rwdd1_sp|Q9CQK7|RWDD1_MOUSE,Rwdd1,0.567468264586983,1.52626683747957,Rwdd1_sp,Q9CQK7,RWDD1_MOUSE,up
0610037L13Rik_tr|B7ZC71|B7ZC71_MOUSE,0610037L13Rik,0.567300261126591,1.80577820407935,0610037L13Rik_tr,B7ZC71,B7ZC71_MOUSE,up
Ak1_sp|Q9R0Y5|KAD1_MOUSE,Ak1,0.566646850376173,1.37792642068319,Ak1_sp,Q9R0Y5,KAD1_MOUSE,up
Prdx5_sp|P99029|PRDX5_MOUSE,Prdx5,0.563472920827734,1.47646465164399,Prdx5_sp,P99029,PRDX5_MOUSE,up
Engase_sp|Q8BX80|ENASE_MOUSE,Engase,0.56335461734249,1.4808672592106,Engase_sp,Q8BX80,ENASE_MOUSE,up
Sh3bgrl3_sp|Q91VW3|SH3L3_MOUSE,Sh3bgrl3,0.563280638949618,1.46296708663855,Sh3bgrl3_sp,Q91VW3,SH3L3_MOUSE,up
Zc3h13_tr|E9Q784|E9Q784_MOUSE,Zc3h13,0.561893009222334,1.49595327607939,Zc3h13_tr,E9Q784,E9Q784_MOUSE,up
Fitm1_sp|Q91V79|FITM1_MOUSE,Fitm1,0.561034067699362,2.16240335366659,Fitm1_sp,Q91V79,FITM1_MOUSE,up
Bola1_sp|Q9D8S9|BOLA1_MOUSE,Bola1,0.559773520127817,1.99562008828983,Bola1_sp,Q9D8S9,BOLA1_MOUSE,up
Map2k6_sp|P70236|MP2K6_MOUSE,Map2k6,0.559512455742675,2.00750153952517,Map2k6_sp,P70236,MP2K6_MOUSE,up
Mff_tr|F7BC60|F7BC60_MOUSE,Mff,0.555615388025232,1.55128779732263,Mff_tr,F7BC60,F7BC60_MOUSE,up
Slmap_sp|Q3URD3|SLMAP_MOUSE,Slmap,0.554309707927402,1.97947143486414,Slmap_sp,Q3URD3,SLMAP_MOUSE,up
Dpysl3_sp|Q62188|DPYL3_MOUSE,Dpysl3,0.552700952278466,1.44196282476198,Dpysl3_sp,Q62188,DPYL3_MOUSE,up
Nol3_sp|Q9D1X0|NOL3_MOUSE,Nol3,0.550725391468248,1.70716722869844,Nol3_sp,Q9D1X0,NOL3_MOUSE,up
Ddost_sp|O54734|OST48_MOUSE,Ddost,0.550681009583201,1.84488011213722,Ddost_sp,O54734,OST48_MOUSE,up
Serpinb6a_tr|F8WIV2|F8WIV2_MOUSE,Serpinb6a,0.549365175318078,1.58331501356781,Serpinb6a_tr,F8WIV2,F8WIV2_MOUSE,up
Sri_sp|Q6P069|SORCN_MOUSE,Sri,0.548694598831975,1.45384007381928,Sri_sp,Q6P069,SORCN_MOUSE,up
P4ha1_sp|Q60715-2|P4HA1_MOUSE,P4ha1,0.548537496660702,1.67417594215844,P4ha1_sp,Q60715-2,P4HA1_MOUSE,up
P4ha1_sp|Q60715|P4HA1_MOUSE,P4ha1,0.548537496660702,1.67417594215844,P4ha1_sp,Q60715,P4HA1_MOUSE,up
Ube2v1_sp|Q9CZY3|UB2V1_MOUSE,Ube2v1,0.548502039254129,1.49663545129901,Ube2v1_sp,Q9CZY3,UB2V1_MOUSE,up
Map2k3_sp|O09110|MP2K3_MOUSE,Map2k3,0.548038801382063,3.58515080488479,Map2k3_sp,O09110,MP2K3_MOUSE,up
Ftl1_sp|P29391|FRIL1_MOUSE,Ftl1,0.547162410390025,1.74687744827598,Ftl1_sp,P29391,FRIL1_MOUSE,up
Fkbp4_sp|P30416|FKBP4_MOUSE,Fkbp4,0.547157873107544,1.87884416355515,Fkbp4_sp,P30416,FKBP4_MOUSE,up
Fmnl1_sp|Q9JL26|FMNL_MOUSE,Fmnl1,0.54625077048081,1.40382294259407,Fmnl1_sp,Q9JL26,FMNL_MOUSE,up
Cox20_sp|Q9D7J4|COX20_MOUSE,Cox20,0.543852688957207,1.52397881089136,Cox20_sp,Q9D7J4,COX20_MOUSE,up
Phlda3_sp|Q9WV95|PHLA3_MOUSE,Phlda3,0.543494170537751,1.30573370373102,Phlda3_sp,Q9WV95,PHLA3_MOUSE,up
Camk2d_tr|F7A856|F7A856_MOUSE,Camk2d,0.542105467544941,1.35213774173749,Camk2d_tr,F7A856,F7A856_MOUSE,up
4930504O13Rik_tr|Q8C5Z9|Q8C5Z9_MOUSE,4930504O13Rik,0.541111413656531,1.39097937736524,4930504O13Rik_tr,Q8C5Z9,Q8C5Z9_MOUSE,up
Hsph1_sp|Q61699|HS105_MOUSE,Hsph1,0.537727214735321,2.29133529621148,Hsph1_sp,Q61699,HS105_MOUSE,up
Dpysl3_sp|Q62188|DPYL3_MOUSE,Dpysl3,0.534776378671648,1.37405730614365,Dpysl3_sp,Q62188,DPYL3_MOUSE,up
P4ha1_sp|Q60715-2|P4HA1_MOUSE,P4ha1,0.532152332820462,1.60652337794426,P4ha1_sp,Q60715-2,P4HA1_MOUSE,up
P4ha1_sp|Q60715|P4HA1_MOUSE,P4ha1,0.532152332820462,1.60652337794426,P4ha1_sp,Q60715,P4HA1_MOUSE,up
Fars2_sp|Q99M01|SYFM_MOUSE,Fars2,0.531773332089602,1.62908291760124,Fars2_sp,Q99M01,SYFM_MOUSE,up
Dcun1d2_sp|Q8BZJ7|DCNL2_MOUSE,Dcun1d2,0.529524237003049,3.26616847405569,Dcun1d2_sp,Q8BZJ7,DCNL2_MOUSE,up
Lmf1_sp|Q3U3R4|LMF1_MOUSE,Lmf1,0.525424164268596,1.60018088869808,Lmf1_sp,Q3U3R4,LMF1_MOUSE,up
Fundc2_sp|Q9D6K8|FUND2_MOUSE,Fundc2,0.524528517671935,1.35200132508004,Fundc2_sp,Q9D6K8,FUND2_MOUSE,up
Sgpp1_sp|Q9JI99|SGPP1_MOUSE,Sgpp1,0.520893137313999,1.50548585558749,Sgpp1_sp,Q9JI99,SGPP1_MOUSE,up
Adal_sp|Q80SY6|ADAL_MOUSE,Adal,0.519946618736137,1.89013496272306,Adal_sp,Q80SY6,ADAL_MOUSE,up
Ckap4_sp|Q8BMK4|CKAP4_MOUSE,Ckap4,0.518159625310158,2.01800649979683,Ckap4_sp,Q8BMK4,CKAP4_MOUSE,up
Amd2_sp|D3Z6H8|DCAM2_MOUSE,Amd2,0.516745508389272,1.61645251328007,Amd2_sp,D3Z6H8,DCAM2_MOUSE,up
Dpysl3_tr|E9PWE8|E9PWE8_MOUSE,Dpysl3,0.514812221357024,1.48211131095523,Dpysl3_tr,E9PWE8,E9PWE8_MOUSE,up
Txnrd3_sp|Q99MD6|TRXR3_MOUSE,Txnrd3,0.514557052779017,1.4974775738049,Txnrd3_sp,Q99MD6,TRXR3_MOUSE,up
Hspd1_sp|P63038|CH60_MOUSE,Hspd1,0.510713653549272,2.09278577560497,Hspd1_sp,P63038,CH60_MOUSE,up
Atp5h_sp|Q9DCX2|ATP5H_MOUSE,Atp5h,0.509218037654447,2.07970617994586,Atp5h_sp,Q9DCX2,ATP5H_MOUSE,up
