GN_ID,Gene_Name,log2FC(insoluble/soluble protein ratio), -LOG10(P-VALUE),Protein_ID
Flot2_sp|Q60634|FLOT2_MOUSE,Flot2,-1.14320973551472,1.98875923408378,Q60634
Chchd6_sp|Q91VN4|MIC25_MOUSE,Chchd6,-1.15244505046585,2.00474418841429,Q91VN4
Smg5_sp|Q6ZPY2|SMG5_MOUSE,Smg5,-1.15522745263712,1.77309045304679,Q6ZPY2
Camk2a_sp|P11798-2|KCC2A_MOUSE,Camk2a,-1.16078632329461,2.10262263333986,P11798-2
Ifggb5_tr|Q62293|Q62293_MOUSE,Ifggb5,-1.16205454529602,2.06713083864679,Q62293
Ighv1-62-2_tr|A0A075B680|A0A075B680_MOUSE,Ighv1-62-2,-1.16482948149496,1.7775398422198,A0A075B680
Plgrkt_sp|Q9D3P8|PLRKT_MOUSE,Plgrkt,-1.16744457267385,1.34015724726508,Q9D3P8
Prpsap1_sp|Q9D0M1|KPRA_MOUSE,Prpsap1,-1.17142960930304,5.6814350901658,Q9D0M1
Igkv8-19_tr|A0A087WNJ9|A0A087WNJ9_MOUSE,Igkv8-19,-1.17702284577373,1.76911614181922,A0A087WNJ9
Igkv8-28_tr|A0A075B5N3|A0A075B5N3_MOUSE,Igkv8-28,-1.17702284577373,1.76911614181923,A0A075B5N3
Svs6_sp|Q64356|SVS6_MOUSE,Svs6,-1.26091283852292,1.45513761806556,Q64356
Col1a2_sp|Q01149|CO1A2_MOUSE,Col1a2,-1.29016231049992,1.48501437522163,Q01149
Grin2a_sp|P35436|NMDE1_MOUSE,Grin2a,-1.29432689111211,1.40600995700713,P35436
Chd7_sp|A2AJK6|CHD7_MOUSE,Chd7,-1.33042584076992,1.56447899822081,A2AJK6
Flot1_sp|O08917|FLOT1_MOUSE,Flot1,-1.33106893028373,1.76954993771293,O08917
Endod1_sp|Q8C522|ENDD1_MOUSE,Endod1,-1.33118460493684,1.67676050717216,Q8C522
Rp1_sp|P56716|RP1_MOUSE,Rp1,-1.34251713832987,1.90574308136454,P56716
Trak1_sp|Q6PD31|TRAK1_MOUSE,Trak1,-1.35486524822161,2.53178668626281,Q6PD31
Dnajc11_sp|Q5U458|DJC11_MOUSE,Dnajc11,-1.35656129665195,2.07294184553239,Q5U458
Col1a1_sp|P11087|CO1A1_MOUSE,Col1a1,-1.36898927940039,1.55932082803887,P11087
Fnbp1_tr|A2AQ43|A2AQ43_MOUSE,Fnbp1,-1.38473971476823,2.49340030403341,A2AQ43
Cox4i2_sp|Q91W29|COX42_MOUSE,Cox4i2,-1.38520085952827,2.42269833742507,Q91W29
Igkv6-15_tr|A0A087WNK1|A0A087WNK1_MOUSE,Igkv6-15,-1.41043397737976,1.49958648061765,A0A087WNK1
Immt_tr|E9Q800|E9Q800_MOUSE,Immt,-1.43705541256806,1.56465339796298,E9Q800
Immt_sp|Q8CAQ8-2|MIC60_MOUSE,Immt,-1.44106859967947,1.57702442098882,Q8CAQ8-2
Immt_sp|Q8CAQ8|MIC60_MOUSE,Immt,-1.44336224776308,1.57661747036513,Q8CAQ8
Immt_sp|Q8CAQ8-3|MIC60_MOUSE,Immt,-1.45305083992598,1.58097571586679,Q8CAQ8-3
Apoa2_sp|P09813|APOA2_MOUSE,Apoa2,-1.50774025191932,1.32427834868672,P09813
Ccdc90b_sp|Q8C3X2|CC90B_MOUSE,Ccdc90b,-1.51773549979925,2.30871251980596,Q8C3X2
Fnbp1_tr|A2AQ43|A2AQ43_MOUSE,Fnbp1,-1.5787183887677,2.6619344539318,A2AQ43
NA_sp|P03977|KV3A4_MOUSE,,-1.70626488929669,3.22086097692237,P03977
Col11a1_sp|Q61245|COBA1_MOUSE,Col11a1,-1.7257011394295,1.88479498724522,Q61245
Tmx2_sp|Q9D710|TMX2_MOUSE,Tmx2,-1.74644038589085,1.71891831944529,Q9D710
Sh3bp1_tr|A2A5V2|A2A5V2_MOUSE,Sh3bp1,-1.74658933219415,2.01922490593106,A2A5V2
Ghitm_sp|Q91VC9|GHITM_MOUSE,Ghitm,-1.77708581901396,1.88221489392552,Q91VC9
Igha_tr|A0A075B6A3|A0A075B6A3_MOUSE,Igha,-1.84434445834674,2.70688610832973,A0A075B6A3
Vdac2_sp|Q60930|VDAC2_MOUSE,Vdac2,-1.85561805894922,1.46914857716865,Q60930
Vdac3_sp|Q60931|VDAC3_MOUSE,Vdac3,-1.86207358325367,1.9688873216245,Q60931
Cox7a2_sp|P48771|CX7A2_MOUSE,Cox7a2,-1.86342711266638,1.53379877093864,P48771
Mcu_sp|Q3UMR5|MCU_MOUSE,Mcu,-1.86846778795955,1.68233355703892,Q3UMR5
Ccdc127_sp|Q3TC33|CC127_MOUSE,Ccdc127,-1.87185373270021,1.60851707300562,Q3TC33
Svs4_sp|P18419|SVS4_MOUSE,Svs4,-1.90808704316153,1.65740958970673,P18419
Flot1_sp|O08917|FLOT1_MOUSE,Flot1,-1.98806666329047,3.24223430377068,O08917
NA_sp|P03977|KV3A4_MOUSE,,-2.00867991556942,3.41338820308005,P03977
Igha_tr|A0A075B6A3|A0A075B6A3_MOUSE,Igha,-2.04374277786365,2.81822356230719,A0A075B6A3
Svs4_sp|P18419|SVS4_MOUSE,Svs4,-2.05629065108991,1.9242782038956,P18419
Mboat7_sp|Q8CHK3|MBOA7_MOUSE,Mboat7,-2.19574987478096,1.32126401594113,Q8CHK3
Cav3_sp|P51637|CAV3_MOUSE,Cav3,-2.24369250098738,1.76535782023843,P51637
Mboat7_sp|Q8CHK3|MBOA7_MOUSE,Mboat7,-2.41603171960188,1.6593806192889,Q8CHK3
Cav1_sp|P49817|CAV1_MOUSE,Cav1,-2.41898616319806,2.76833927958725,P49817
Cox5b_sp|P19536|COX5B_MOUSE,Cox5b,-2.42136771727626,1.54606585888452,P19536
Apcs_sp|P12246|SAMP_MOUSE,Apcs,-2.4631023684906,2.21964481611713,P12246
mt-Co3_sp|P00416|COX3_MOUSE,mt-Co3,-2.47024923350079,1.59034914473881,P00416
Cox4i1_sp|P19783|COX41_MOUSE,Cox4i1,-2.51221811357686,1.7171402262255,P19783
Cox6c_sp|Q9CPQ1|COX6C_MOUSE,Cox6c,-2.85332014967711,1.64661813506539,Q9CPQ1
Cox6b1_sp|P56391|CX6B1_MOUSE,Cox6b1,-2.85883662866729,1.73110787903454,P56391
Cox5a_sp|P12787|COX5A_MOUSE,Cox5a,-2.90065897579263,1.64955340966206,P12787
Cox7c_sp|P17665|COX7C_MOUSE,Cox7c,-3.07335518610713,1.39463331621094,P17665
Erlin2_sp|Q8BFZ9|ERLN2_MOUSE,Erlin2,-3.09802173779618,2.1820302409212,Q8BFZ9
Erlin1_sp|Q91X78|ERLN1_MOUSE,Erlin1,-3.28941270965024,2.18748185598474,Q91X78
